order_id,customer_id,order_status,order_status_text,order_date,required_date,shipped_date,store_id,staff_id
339,1110,4,Delivered / Shipped,28-07-2016,31-07-2016,29-07-2016,2,7
340,963,4,Delivered / Shipped,29-07-2016,30-07-2016,31-07-2016,2,7
341,1357,4,Delivered / Shipped,31-07-2016,03-08-2016,01-08-2016,1,3
342,806,4,Delivered / Shipped,31-07-2016,01-08-2016,03-08-2016,2,7
343,961,4,Delivered / Shipped,31-07-2016,02-08-2016,01-08-2016,2,7
344,750,4,Delivered / Shipped,01-08-2016,03-08-2016,02-08-2016,2,6
345,1299,4,Delivered / Shipped,01-08-2016,04-08-2016,03-08-2016,2,6
346,584,4,Delivered / Shipped,01-08-2016,03-08-2016,02-08-2016,3,9
347,1004,4,Delivered / Shipped,02-08-2016,03-08-2016,05-08-2016,2,6
348,907,4,Delivered / Shipped,02-08-2016,05-08-2016,04-08-2016,3,9
349,30,3,Rejected,03-08-2016,03-08-2016,NULL,1,3
350,31,3,Rejected,03-08-2016,03-08-2016,NULL,1,3
351,1307,4,Delivered / Shipped,03-08-2016,06-08-2016,04-08-2016,1,2
352,16,4,Delivered / Shipped,03-08-2016,04-08-2016,06-08-2016,2,7
353,1387,4,Delivered / Shipped,03-08-2016,06-08-2016,06-08-2016,2,7
354,551,4,Delivered / Shipped,03-08-2016,05-08-2016,06-08-2016,3,8
355,1011,4,Delivered / Shipped,03-08-2016,05-08-2016,05-08-2016,3,8
356,1189,4,Delivered / Shipped,04-08-2016,07-08-2016,06-08-2016,2,6
357,14,3,Rejected,05-08-2016,05-08-2016,NULL,3,8
358,1042,4,Delivered / Shipped,05-08-2016,07-08-2016,07-08-2016,2,7
359,441,4,Delivered / Shipped,07-08-2016,10-08-2016,10-08-2016,2,7
360,1300,4,Delivered / Shipped,07-08-2016,09-08-2016,10-08-2016,2,6
361,994,4,Delivered / Shipped,08-08-2016,09-08-2016,11-08-2016,2,6
362,187,4,Delivered / Shipped,09-08-2016,11-08-2016,11-08-2016,1,2
363,834,4,Delivered / Shipped,11-08-2016,12-08-2016,13-08-2016,3,8
364,373,4,Delivered / Shipped,12-08-2016,14-08-2016,13-08-2016,2,6
365,981,4,Delivered / Shipped,13-08-2016,14-08-2016,15-08-2016,2,6
366,1054,4,Delivered / Shipped,13-08-2016,14-08-2016,14-08-2016,3,9
367,527,4,Delivered / Shipped,14-08-2016,15-08-2016,15-08-2016,2,7
368,995,4,Delivered / Shipped,14-08-2016,15-08-2016,17-08-2016,2,7
369,1285,4,Delivered / Shipped,15-08-2016,18-08-2016,18-08-2016,1,3
370,758,4,Delivered / Shipped,15-08-2016,18-08-2016,18-08-2016,2,7
371,891,4,Delivered / Shipped,15-08-2016,16-08-2016,18-08-2016,2,7
372,132,4,Delivered / Shipped,16-08-2016,18-08-2016,18-08-2016,2,6
373,337,4,Delivered / Shipped,16-08-2016,19-08-2016,17-08-2016,2,7
374,1313,4,Delivered / Shipped,17-08-2016,19-08-2016,18-08-2016,1,2
375,536,4,Delivered / Shipped,17-08-2016,20-08-2016,20-08-2016,2,7
376,825,4,Delivered / Shipped,17-08-2016,19-08-2016,18-08-2016,2,6
377,1355,4,Delivered / Shipped,17-08-2016,19-08-2016,20-08-2016,2,6
378,475,4,Delivered / Shipped,17-08-2016,20-08-2016,20-08-2016,3,9
379,954,4,Delivered / Shipped,18-08-2016,21-08-2016,21-08-2016,2,7
380,1156,4,Delivered / Shipped,19-08-2016,20-08-2016,21-08-2016,2,7
381,1297,4,Delivered / Shipped,19-08-2016,21-08-2016,21-08-2016,2,7
382,199,4,Delivered / Shipped,20-08-2016,23-08-2016,23-08-2016,2,6
383,331,4,Delivered / Shipped,20-08-2016,23-08-2016,22-08-2016,2,7
384,410,4,Delivered / Shipped,20-08-2016,22-08-2016,23-08-2016,2,7
385,1274,4,Delivered / Shipped,20-08-2016,23-08-2016,22-08-2016,2,7
386,1362,4,Delivered / Shipped,20-08-2016,23-08-2016,23-08-2016,2,6
387,451,4,Delivered / Shipped,20-08-2016,21-08-2016,21-08-2016,3,8
388,1080,4,Delivered / Shipped,21-08-2016,24-08-2016,23-08-2016,3,8
389,53,4,Delivered / Shipped,22-08-2016,24-08-2016,25-08-2016,1,3
390,576,4,Delivered / Shipped,22-08-2016,24-08-2016,25-08-2016,3,9
391,61,3,Rejected,23-08-2016,23-08-2016,NULL,3,9
392,176,4,Delivered / Shipped,23-08-2016,26-08-2016,24-08-2016,1,3
393,368,4,Delivered / Shipped,25-08-2016,26-08-2016,27-08-2016,2,6
394,522,4,Delivered / Shipped,26-08-2016,28-08-2016,29-08-2016,1,3
395,144,4,Delivered / Shipped,26-08-2016,27-08-2016,29-08-2016,2,6
396,542,4,Delivered / Shipped,27-08-2016,30-08-2016,29-08-2016,2,6
397,1437,4,Delivered / Shipped,28-08-2016,31-08-2016,29-08-2016,2,7
398,447,4,Delivered / Shipped,29-08-2016,30-08-2016,01-09-2016,1,2
399,1001,4,Delivered / Shipped,29-08-2016,01-09-2016,01-09-2016,2,7
400,1295,4,Delivered / Shipped,29-08-2016,30-08-2016,31-08-2016,2,6
401,103,4,Delivered / Shipped,30-08-2016,02-09-2016,01-09-2016,2,6
402,1335,4,Delivered / Shipped,30-08-2016,01-09-2016,31-08-2016,2,6
403,578,4,Delivered / Shipped,31-08-2016,01-09-2016,02-09-2016,1,3
404,396,4,Delivered / Shipped,31-08-2016,03-09-2016,01-09-2016,2,7
405,603,4,Delivered / Shipped,31-08-2016,01-09-2016,01-09-2016,2,6
406,1380,4,Delivered / Shipped,31-08-2016,02-09-2016,01-09-2016,2,7
407,77,3,Rejected,01-09-2016,01-09-2016,NULL,3,8
408,1071,4,Delivered / Shipped,01-09-2016,02-09-2016,02-09-2016,1,2
409,416,4,Delivered / Shipped,01-09-2016,04-09-2016,04-09-2016,2,7
410,1151,4,Delivered / Shipped,01-09-2016,03-09-2016,02-09-2016,2,6
411,261,4,Delivered / Shipped,02-09-2016,04-09-2016,04-09-2016,1,3
412,1202,4,Delivered / Shipped,02-09-2016,04-09-2016,04-09-2016,1,3
413,717,4,Delivered / Shipped,02-09-2016,05-09-2016,03-09-2016,2,6
414,917,4,Delivered / Shipped,03-09-2016,06-09-2016,06-09-2016,2,7
415,1265,4,Delivered / Shipped,03-09-2016,06-09-2016,06-09-2016,2,7
416,1377,4,Delivered / Shipped,03-09-2016,04-09-2016,06-09-2016,2,7
417,359,4,Delivered / Shipped,04-09-2016,05-09-2016,06-09-2016,1,3
418,88,4,Delivered / Shipped,04-09-2016,05-09-2016,05-09-2016,2,6
419,14,4,Delivered / Shipped,04-09-2016,07-09-2016,06-09-2016,3,8
420,72,4,Delivered / Shipped,05-09-2016,06-09-2016,07-09-2016,1,3
421,240,4,Delivered / Shipped,05-09-2016,06-09-2016,08-09-2016,1,3
422,398,4,Delivered / Shipped,06-09-2016,07-09-2016,09-09-2016,2,6
423,1397,4,Delivered / Shipped,06-09-2016,09-09-2016,09-09-2016,2,7
424,67,4,Delivered / Shipped,08-09-2016,11-09-2016,11-09-2016,1,3
425,843,4,Delivered / Shipped,08-09-2016,11-09-2016,11-09-2016,2,6
426,944,4,Delivered / Shipped,08-09-2016,10-09-2016,10-09-2016,2,6
427,434,4,Delivered / Shipped,09-09-2016,10-09-2016,11-09-2016,1,2
428,1039,4,Delivered / Shipped,09-09-2016,12-09-2016,10-09-2016,2,6
429,153,4,Delivered / Shipped,10-09-2016,12-09-2016,12-09-2016,3,8
430,272,4,Delivered / Shipped,11-09-2016,13-09-2016,12-09-2016,2,6
431,1217,4,Delivered / Shipped,11-09-2016,12-09-2016,12-09-2016,2,6
432,169,4,Delivered / Shipped,12-09-2016,15-09-2016,14-09-2016,1,2
433,1062,4,Delivered / Shipped,12-09-2016,15-09-2016,13-09-2016,2,6
434,726,4,Delivered / Shipped,13-09-2016,15-09-2016,14-09-2016,2,6
435,77,4,Delivered / Shipped,14-09-2016,15-09-2016,16-09-2016,3,9
436,791,4,Delivered / Shipped,16-09-2016,19-09-2016,19-09-2016,2,7
437,1085,4,Delivered / Shipped,16-09-2016,18-09-2016,18-09-2016,2,7
438,314,4,Delivered / Shipped,16-09-2016,19-09-2016,18-09-2016,3,8
439,149,4,Delivered / Shipped,17-09-2016,20-09-2016,18-09-2016,2,6
440,882,4,Delivered / Shipped,17-09-2016,18-09-2016,19-09-2016,2,7
441,704,4,Delivered / Shipped,18-09-2016,19-09-2016,19-09-2016,1,2
442,667,4,Delivered / Shipped,18-09-2016,21-09-2016,21-09-2016,2,7
443,1371,4,Delivered / Shipped,18-09-2016,19-09-2016,20-09-2016,2,6
444,30,4,Delivered / Shipped,19-09-2016,20-09-2016,21-09-2016,1,2
445,362,4,Delivered / Shipped,19-09-2016,22-09-2016,22-09-2016,2,6
446,399,4,Delivered / Shipped,19-09-2016,21-09-2016,20-09-2016,2,7
447,808,4,Delivered / Shipped,20-09-2016,23-09-2016,22-09-2016,3,8
448,101,4,Delivered / Shipped,21-09-2016,22-09-2016,24-09-2016,2,6
449,492,4,Delivered / Shipped,21-09-2016,24-09-2016,22-09-2016,2,7
450,575,4,Delivered / Shipped,21-09-2016,24-09-2016,23-09-2016,2,7
451,1146,4,Delivered / Shipped,21-09-2016,23-09-2016,22-09-2016,2,7
452,997,4,Delivered / Shipped,22-09-2016,23-09-2016,24-09-2016,2,7
453,1028,4,Delivered / Shipped,22-09-2016,24-09-2016,25-09-2016,2,7
454,988,4,Delivered / Shipped,23-09-2016,25-09-2016,26-09-2016,2,6
455,1055,4,Delivered / Shipped,23-09-2016,24-09-2016,24-09-2016,2,7
456,1061,4,Delivered / Shipped,23-09-2016,26-09-2016,25-09-2016,3,9
457,1349,4,Delivered / Shipped,24-09-2016,27-09-2016,27-09-2016,1,3
458,197,4,Delivered / Shipped,25-09-2016,28-09-2016,26-09-2016,2,6
459,874,4,Delivered / Shipped,25-09-2016,28-09-2016,26-09-2016,2,6
460,691,4,Delivered / Shipped,25-09-2016,27-09-2016,26-09-2016,3,8
461,853,4,Delivered / Shipped,26-09-2016,27-09-2016,27-09-2016,2,7
462,852,4,Delivered / Shipped,27-09-2016,28-09-2016,29-09-2016,2,6
463,964,4,Delivered / Shipped,27-09-2016,28-09-2016,28-09-2016,3,8
464,74,4,Delivered / Shipped,28-09-2016,30-09-2016,29-09-2016,2,7
465,1198,4,Delivered / Shipped,28-09-2016,01-10-2016,01-10-2016,2,6
466,1440,4,Delivered / Shipped,28-09-2016,29-09-2016,01-10-2016,2,7
467,555,4,Delivered / Shipped,28-09-2016,30-09-2016,30-09-2016,3,8
468,1261,4,Delivered / Shipped,29-09-2016,02-10-2016,30-09-2016,1,3
469,1089,4,Delivered / Shipped,29-09-2016,02-10-2016,02-10-2016,2,7
470,641,4,Delivered / Shipped,30-09-2016,02-10-2016,02-10-2016,1,3
471,697,4,Delivered / Shipped,30-09-2016,02-10-2016,01-10-2016,1,3
472,468,4,Delivered / Shipped,30-09-2016,01-10-2016,01-10-2016,2,7
473,549,4,Delivered / Shipped,30-09-2016,02-10-2016,03-10-2016,2,7
474,553,4,Delivered / Shipped,01-10-2016,04-10-2016,04-10-2016,1,3
475,241,4,Delivered / Shipped,01-10-2016,04-10-2016,03-10-2016,2,7
476,559,4,Delivered / Shipped,01-10-2016,04-10-2016,02-10-2016,2,6
477,449,4,Delivered / Shipped,02-10-2016,05-10-2016,04-10-2016,1,2
478,304,4,Delivered / Shipped,02-10-2016,05-10-2016,03-10-2016,2,7
479,984,4,Delivered / Shipped,03-10-2016,04-10-2016,04-10-2016,2,6
480,686,4,Delivered / Shipped,04-10-2016,07-10-2016,05-10-2016,1,3
481,481,4,Delivered / Shipped,04-10-2016,07-10-2016,06-10-2016,3,9
482,513,4,Delivered / Shipped,05-10-2016,06-10-2016,06-10-2016,2,6
483,703,4,Delivered / Shipped,06-10-2016,07-10-2016,09-10-2016,1,2
484,421,4,Delivered / Shipped,06-10-2016,09-10-2016,07-10-2016,2,7
485,465,4,Delivered / Shipped,06-10-2016,08-10-2016,07-10-2016,2,7
486,709,4,Delivered / Shipped,06-10-2016,08-10-2016,09-10-2016,2,7
487,827,4,Delivered / Shipped,06-10-2016,09-10-2016,09-10-2016,2,6
488,921,4,Delivered / Shipped,06-10-2016,09-10-2016,08-10-2016,2,6
489,899,4,Delivered / Shipped,06-10-2016,08-10-2016,08-10-2016,3,8
490,876,4,Delivered / Shipped,07-10-2016,10-10-2016,09-10-2016,2,6
491,1048,4,Delivered / Shipped,08-10-2016,10-10-2016,11-10-2016,1,2
492,191,4,Delivered / Shipped,09-10-2016,10-10-2016,12-10-2016,1,2
493,796,4,Delivered / Shipped,09-10-2016,12-10-2016,11-10-2016,1,3
494,875,4,Delivered / Shipped,09-10-2016,10-10-2016,11-10-2016,2,6
495,712,4,Delivered / Shipped,10-10-2016,12-10-2016,13-10-2016,1,3
496,193,4,Delivered / Shipped,10-10-2016,12-10-2016,11-10-2016,2,6
497,785,4,Delivered / Shipped,10-10-2016,11-10-2016,11-10-2016,2,6
498,1331,4,Delivered / Shipped,10-10-2016,12-10-2016,11-10-2016,2,6
499,260,4,Delivered / Shipped,11-10-2016,14-10-2016,13-10-2016,1,2
500,148,4,Delivered / Shipped,11-10-2016,12-10-2016,13-10-2016,2,6
501,977,4,Delivered / Shipped,11-10-2016,12-10-2016,13-10-2016,2,7
502,401,4,Delivered / Shipped,12-10-2016,13-10-2016,13-10-2016,3,9
503,932,4,Delivered / Shipped,13-10-2016,16-10-2016,14-10-2016,2,6
504,1381,4,Delivered / Shipped,14-10-2016,15-10-2016,15-10-2016,1,2
505,721,4,Delivered / Shipped,14-10-2016,16-10-2016,17-10-2016,2,6
506,831,4,Delivered / Shipped,14-10-2016,16-10-2016,16-10-2016,2,6
507,1378,4,Delivered / Shipped,15-10-2016,17-10-2016,17-10-2016,1,3
508,1359,4,Delivered / Shipped,15-10-2016,18-10-2016,18-10-2016,2,6
509,235,4,Delivered / Shipped,16-10-2016,17-10-2016,17-10-2016,2,7
510,586,4,Delivered / Shipped,17-10-2016,18-10-2016,18-10-2016,2,7
511,377,4,Delivered / Shipped,18-10-2016,20-10-2016,19-10-2016,2,7
512,8,4,Delivered / Shipped,19-10-2016,22-10-2016,20-10-2016,2,7
513,155,4,Delivered / Shipped,19-10-2016,21-10-2016,21-10-2016,2,6
514,927,4,Delivered / Shipped,19-10-2016,21-10-2016,20-10-2016,2,7
515,986,4,Delivered / Shipped,19-10-2016,20-10-2016,22-10-2016,2,6
516,111,4,Delivered / Shipped,21-10-2016,23-10-2016,24-10-2016,2,6
517,613,4,Delivered / Shipped,21-10-2016,22-10-2016,24-10-2016,2,6
518,1374,4,Delivered / Shipped,22-10-2016,24-10-2016,25-10-2016,1,2
519,54,4,Delivered / Shipped,22-10-2016,23-10-2016,24-10-2016,2,7
520,639,4,Delivered / Shipped,23-10-2016,26-10-2016,24-10-2016,2,7
521,664,4,Delivered / Shipped,23-10-2016,25-10-2016,25-10-2016,2,6
522,724,4,Delivered / Shipped,23-10-2016,24-10-2016,24-10-2016,2,7
523,1056,4,Delivered / Shipped,24-10-2016,26-10-2016,27-10-2016,2,6
524,569,4,Delivered / Shipped,25-10-2016,26-10-2016,27-10-2016,1,2
525,1315,4,Delivered / Shipped,26-10-2016,28-10-2016,29-10-2016,1,3
526,1096,4,Delivered / Shipped,26-10-2016,28-10-2016,28-10-2016,2,6
527,506,4,Delivered / Shipped,27-10-2016,29-10-2016,28-10-2016,1,2
528,676,4,Delivered / Shipped,28-10-2016,31-10-2016,31-10-2016,2,7
529,753,4,Delivered / Shipped,28-10-2016,30-10-2016,31-10-2016,2,7
530,773,4,Delivered / Shipped,28-10-2016,31-10-2016,31-10-2016,2,6
531,116,4,Delivered / Shipped,28-10-2016,29-10-2016,30-10-2016,3,8
532,817,4,Delivered / Shipped,29-10-2016,31-10-2016,30-10-2016,2,7
533,1334,4,Delivered / Shipped,29-10-2016,01-11-2016,01-11-2016,2,6
534,1406,4,Delivered / Shipped,29-10-2016,30-10-2016,31-10-2016,2,7
535,835,4,Delivered / Shipped,29-10-2016,31-10-2016,01-11-2016,3,9
536,759,4,Delivered / Shipped,31-10-2016,02-11-2016,01-11-2016,1,3
537,1353,4,Delivered / Shipped,31-10-2016,01-11-2016,03-11-2016,1,2
538,341,4,Delivered / Shipped,02-11-2016,05-11-2016,05-11-2016,2,6
539,1144,4,Delivered / Shipped,02-11-2016,04-11-2016,03-11-2016,2,7
540,1429,4,Delivered / Shipped,03-11-2016,05-11-2016,06-11-2016,1,3
541,1228,4,Delivered / Shipped,04-11-2016,07-11-2016,07-11-2016,1,3
542,313,4,Delivered / Shipped,04-11-2016,06-11-2016,05-11-2016,2,7
543,62,4,Delivered / Shipped,06-11-2016,09-11-2016,08-11-2016,2,6
544,321,4,Delivered / Shipped,06-11-2016,07-11-2016,08-11-2016,2,7
545,1108,4,Delivered / Shipped,08-11-2016,10-11-2016,09-11-2016,3,9
546,470,4,Delivered / Shipped,09-11-2016,12-11-2016,10-11-2016,2,7
547,20,4,Delivered / Shipped,09-11-2016,11-11-2016,10-11-2016,3,8
548,739,4,Delivered / Shipped,11-11-2016,13-11-2016,13-11-2016,2,7
549,64,3,Rejected,12-11-2016,12-11-2016,NULL,3,9
550,892,4,Delivered / Shipped,12-11-2016,14-11-2016,15-11-2016,2,7
551,1169,4,Delivered / Shipped,12-11-2016,13-11-2016,13-11-2016,2,6
552,1282,4,Delivered / Shipped,12-11-2016,15-11-2016,13-11-2016,2,7
553,913,4,Delivered / Shipped,12-11-2016,13-11-2016,15-11-2016,3,9
554,104,4,Delivered / Shipped,13-11-2016,14-11-2016,16-11-2016,1,3
555,212,4,Delivered / Shipped,13-11-2016,14-11-2016,16-11-2016,2,7
556,61,4,Delivered / Shipped,13-11-2016,14-11-2016,15-11-2016,3,9
557,1248,4,Delivered / Shipped,14-11-2016,17-11-2016,15-11-2016,2,6
558,1443,4,Delivered / Shipped,15-11-2016,16-11-2016,17-11-2016,2,7
559,959,4,Delivered / Shipped,16-11-2016,17-11-2016,17-11-2016,1,2
560,1405,4,Delivered / Shipped,18-11-2016,19-11-2016,21-11-2016,2,6
561,90,4,Delivered / Shipped,19-11-2016,22-11-2016,22-11-2016,2,6
562,942,4,Delivered / Shipped,19-11-2016,20-11-2016,22-11-2016,2,7
563,365,4,Delivered / Shipped,20-11-2016,22-11-2016,21-11-2016,2,6
564,1058,4,Delivered / Shipped,20-11-2016,23-11-2016,22-11-2016,2,7
565,894,4,Delivered / Shipped,21-11-2016,22-11-2016,22-11-2016,2,7
566,298,4,Delivered / Shipped,22-11-2016,25-11-2016,23-11-2016,1,3
567,1430,4,Delivered / Shipped,22-11-2016,23-11-2016,23-11-2016,1,2
568,1275,4,Delivered / Shipped,23-11-2016,25-11-2016,24-11-2016,1,3
569,707,4,Delivered / Shipped,23-11-2016,24-11-2016,25-11-2016,2,6
570,989,4,Delivered / Shipped,23-11-2016,24-11-2016,25-11-2016,2,6
571,5,4,Delivered / Shipped,24-11-2016,25-11-2016,27-11-2016,1,2
572,178,4,Delivered / Shipped,24-11-2016,26-11-2016,26-11-2016,2,6
573,423,4,Delivered / Shipped,24-11-2016,26-11-2016,27-11-2016,2,6
574,833,4,Delivered / Shipped,26-11-2016,27-11-2016,29-11-2016,2,7
575,33,4,Delivered / Shipped,27-11-2016,28-11-2016,30-11-2016,1,3
576,1272,4,Delivered / Shipped,27-11-2016,30-11-2016,28-11-2016,1,3
577,445,4,Delivered / Shipped,27-11-2016,30-11-2016,29-11-2016,2,6
578,819,4,Delivered / Shipped,27-11-2016,28-11-2016,29-11-2016,2,7
579,160,4,Delivered / Shipped,27-11-2016,30-11-2016,29-11-2016,3,8
580,581,4,Delivered / Shipped,30-11-2016,02-12-2016,02-12-2016,1,3
581,688,4,Delivered / Shipped,03-12-2016,05-12-2016,06-12-2016,1,3
582,32,3,Rejected,04-12-2016,04-12-2016,NULL,1,2
583,792,4,Delivered / Shipped,04-12-2016,05-12-2016,07-12-2016,2,7
584,1209,4,Delivered / Shipped,04-12-2016,05-12-2016,05-12-2016,2,7
585,1219,4,Delivered / Shipped,04-12-2016,05-12-2016,05-12-2016,2,7
586,1306,4,Delivered / Shipped,04-12-2016,06-12-2016,05-12-2016,2,6
587,487,4,Delivered / Shipped,06-12-2016,08-12-2016,08-12-2016,1,2
588,102,4,Delivered / Shipped,06-12-2016,07-12-2016,07-12-2016,2,7
589,719,4,Delivered / Shipped,06-12-2016,07-12-2016,07-12-2016,2,7
590,990,4,Delivered / Shipped,06-12-2016,09-12-2016,07-12-2016,2,7
591,1211,4,Delivered / Shipped,06-12-2016,09-12-2016,09-12-2016,2,7
592,1232,4,Delivered / Shipped,06-12-2016,08-12-2016,08-12-2016,2,7
593,50,4,Delivered / Shipped,07-12-2016,10-12-2016,08-12-2016,3,8
594,1318,4,Delivered / Shipped,07-12-2016,08-12-2016,08-12-2016,3,8
595,538,4,Delivered / Shipped,08-12-2016,09-12-2016,11-12-2016,1,2
596,952,4,Delivered / Shipped,08-12-2016,09-12-2016,09-12-2016,1,3
597,1121,4,Delivered / Shipped,08-12-2016,09-12-2016,10-12-2016,2,6
598,40,3,Rejected,09-12-2016,09-12-2016,NULL,1,3
599,1,4,Delivered / Shipped,09-12-2016,10-12-2016,12-12-2016,2,6
600,624,4,Delivered / Shipped,09-12-2016,12-12-2016,11-12-2016,2,7
601,683,4,Delivered / Shipped,09-12-2016,10-12-2016,10-12-2016,2,6
602,823,4,Delivered / Shipped,09-12-2016,10-12-2016,11-12-2016,2,6
603,1032,4,Delivered / Shipped,09-12-2016,10-12-2016,10-12-2016,2,7
604,96,4,Delivered / Shipped,10-12-2016,13-12-2016,12-12-2016,2,7
605,1208,4,Delivered / Shipped,10-12-2016,11-12-2016,12-12-2016,2,6
606,18,4,Delivered / Shipped,11-12-2016,12-12-2016,13-12-2016,2,7
607,309,4,Delivered / Shipped,11-12-2016,14-12-2016,13-12-2016,2,6
608,1103,4,Delivered / Shipped,12-12-2016,15-12-2016,14-12-2016,1,3
609,896,4,Delivered / Shipped,12-12-2016,13-12-2016,14-12-2016,2,7
610,711,4,Delivered / Shipped,13-12-2016,15-12-2016,14-12-2016,2,6
611,1073,4,Delivered / Shipped,15-12-2016,17-12-2016,18-12-2016,2,7
612,634,4,Delivered / Shipped,16-12-2016,17-12-2016,17-12-2016,2,7
613,1159,4,Delivered / Shipped,17-12-2016,19-12-2016,19-12-2016,2,7
614,654,4,Delivered / Shipped,18-12-2016,21-12-2016,21-12-2016,1,2
615,560,4,Delivered / Shipped,19-12-2016,22-12-2016,21-12-2016,3,9
616,1444,4,Delivered / Shipped,20-12-2016,23-12-2016,23-12-2016,2,6
617,118,4,Delivered / Shipped,21-12-2016,23-12-2016,23-12-2016,2,7
618,131,4,Delivered / Shipped,21-12-2016,22-12-2016,22-12-2016,2,6
619,454,4,Delivered / Shipped,22-12-2016,25-12-2016,25-12-2016,2,7
620,466,4,Delivered / Shipped,22-12-2016,24-12-2016,24-12-2016,2,6
621,1157,4,Delivered / Shipped,23-12-2016,25-12-2016,24-12-2016,2,6
622,1398,4,Delivered / Shipped,23-12-2016,26-12-2016,25-12-2016,2,7
623,678,4,Delivered / Shipped,24-12-2016,26-12-2016,27-12-2016,2,6
624,814,4,Delivered / Shipped,24-12-2016,25-12-2016,27-12-2016,2,6
625,1163,4,Delivered / Shipped,25-12-2016,28-12-2016,26-12-2016,1,2
626,130,4,Delivered / Shipped,25-12-2016,28-12-2016,27-12-2016,2,7
627,1119,4,Delivered / Shipped,25-12-2016,26-12-2016,28-12-2016,2,6
628,561,4,Delivered / Shipped,26-12-2016,29-12-2016,27-12-2016,1,3
629,973,4,Delivered / Shipped,26-12-2016,27-12-2016,29-12-2016,1,2
630,1404,4,Delivered / Shipped,26-12-2016,27-12-2016,28-12-2016,2,6
631,855,4,Delivered / Shipped,27-12-2016,29-12-2016,29-12-2016,1,3
632,163,4,Delivered / Shipped,27-12-2016,29-12-2016,29-12-2016,2,7
633,1040,4,Delivered / Shipped,28-12-2016,31-12-2016,30-12-2016,3,8
634,27,4,Delivered / Shipped,29-12-2016,01-01-2017,30-12-2016,2,6
635,520,4,Delivered / Shipped,30-12-2016,02-01-2017,31-12-2016,2,6
636,532,4,Delivered / Shipped,03-01-2017,04-01-2017,05-01-2017,1,2
637,512,4,Delivered / Shipped,03-01-2017,05-01-2017,05-01-2017,2,6
638,1302,4,Delivered / Shipped,04-01-2017,05-01-2017,06-01-2017,2,7
639,550,4,Delivered / Shipped,06-01-2017,07-01-2017,07-01-2017,2,6
640,1093,4,Delivered / Shipped,06-01-2017,08-01-2017,07-01-2017,2,6
641,673,4,Delivered / Shipped,07-01-2017,10-01-2017,08-01-2017,1,3
642,847,4,Delivered / Shipped,07-01-2017,09-01-2017,10-01-2017,2,7
643,901,4,Delivered / Shipped,08-01-2017,09-01-2017,11-01-2017,1,3
644,439,4,Delivered / Shipped,08-01-2017,11-01-2017,10-01-2017,2,6
645,1199,4,Delivered / Shipped,08-01-2017,11-01-2017,10-01-2017,2,6
646,975,4,Delivered / Shipped,09-01-2017,12-01-2017,11-01-2017,1,2
647,283,4,Delivered / Shipped,09-01-2017,10-01-2017,11-01-2017,2,7
648,684,4,Delivered / Shipped,09-01-2017,11-01-2017,11-01-2017,2,6
649,1153,4,Delivered / Shipped,10-01-2017,11-01-2017,13-01-2017,1,3
650,729,4,Delivered / Shipped,11-01-2017,14-01-2017,12-01-2017,1,2
651,190,4,Delivered / Shipped,11-01-2017,13-01-2017,13-01-2017,2,7
652,985,4,Delivered / Shipped,12-01-2017,15-01-2017,13-01-2017,3,9
653,1249,4,Delivered / Shipped,14-01-2017,17-01-2017,15-01-2017,1,2
654,1129,4,Delivered / Shipped,14-01-2017,15-01-2017,17-01-2017,2,7
655,347,4,Delivered / Shipped,16-01-2017,17-01-2017,18-01-2017,1,3
656,949,4,Delivered / Shipped,16-01-2017,17-01-2017,18-01-2017,2,7
657,349,4,Delivered / Shipped,17-01-2017,19-01-2017,20-01-2017,1,2
658,1051,4,Delivered / Shipped,17-01-2017,18-01-2017,18-01-2017,2,7
659,1391,4,Delivered / Shipped,17-01-2017,19-01-2017,18-01-2017,2,7
660,383,4,Delivered / Shipped,18-01-2017,19-01-2017,19-01-2017,2,7
661,626,4,Delivered / Shipped,18-01-2017,19-01-2017,20-01-2017,2,6
662,1125,4,Delivered / Shipped,19-01-2017,20-01-2017,20-01-2017,1,3
663,344,4,Delivered / Shipped,20-01-2017,22-01-2017,23-01-2017,1,3
664,681,4,Delivered / Shipped,20-01-2017,23-01-2017,22-01-2017,2,7
665,29,4,Delivered / Shipped,21-01-2017,22-01-2017,23-01-2017,2,6
666,770,4,Delivered / Shipped,21-01-2017,22-01-2017,24-01-2017,2,7
667,858,4,Delivered / Shipped,22-01-2017,24-01-2017,25-01-2017,2,7
668,297,4,Delivered / Shipped,22-01-2017,23-01-2017,24-01-2017,3,8
669,745,4,Delivered / Shipped,23-01-2017,24-01-2017,26-01-2017,2,7
670,361,4,Delivered / Shipped,24-01-2017,25-01-2017,25-01-2017,2,6
671,922,4,Delivered / Shipped,25-01-2017,28-01-2017,26-01-2017,2,7
672,908,4,Delivered / Shipped,26-01-2017,29-01-2017,29-01-2017,2,6
673,64,4,Delivered / Shipped,26-01-2017,28-01-2017,27-01-2017,3,9
674,733,4,Delivered / Shipped,27-01-2017,28-01-2017,29-01-2017,2,6
675,291,4,Delivered / Shipped,28-01-2017,31-01-2017,30-01-2017,2,7
676,790,4,Delivered / Shipped,28-01-2017,30-01-2017,31-01-2017,2,7
677,809,4,Delivered / Shipped,28-01-2017,31-01-2017,30-01-2017,2,7
